iter	MultiClass
185	0.1246463582
186	0.1239018479
187	0.1231295209
188	0.1227427464
189	0.1224733197
190	0.1217496372
191	0.121370232
192	0.1209862694
193	0.1202010437
194	0.1198148376
195	0.1197096978
196	0.1193966614
197	0.1190676818
198	0.1188622127
199	0.118623032
200	0.1181517016
201	0.117669254
202	0.1174824129
203	0.1171267028
204	0.1168207253
205	0.1166772774
206	0.1163244275
207	0.1156728115
208	0.1151475127
209	0.114708317
210	0.1142746085
211	0.113439488
212	0.1128979064
213	0.1124349972
214	0.1119988328
215	0.1117347478
216	0.1113280435
217	0.1109575945
218	0.1106564064
219	0.110208316
220	0.1099241502
221	0.1095077997
222	0.1090826591
223	0.1088540742
224	0.1085423959
225	0.1081476991
226	0.1077269982
227	0.1075624032
228	0.1073979107
229	0.1069619938
230	0.1065607308
231	0.1064532521
232	0.1060547793
233	0.1057681641
234	0.1055462272
235	0.1051529825
236	0.1047669551
237	0.1043248176
238	0.104093424
239	0.1036809372
240	0.1035756839
241	0.1033563219
242	0.1030321145
243	0.1026894951
244	0.1022377712
245	0.1016660189
246	0.1011561869
247	0.1008699008
248	0.1006078872
249	0.1002273372
250	0.09974991118
251	0.09961334982
252	0.0993172047
253	0.09901474264
254	0.09888954809
255	0.09853186516
256	0.09825090452
257	0.09806931681
258	0.0978030714
259	0.09766336457
260	0.09745245477
261	0.09707931634
262	0.09672952599
263	0.0963140314
264	0.0959960531
265	0.09583620768
266	0.09547891544
267	0.09518930379
268	0.09502304142
269	0.09472393858
270	0.09416846888
271	0.09380426678
272	0.09352099836
273	0.0932689723
274	0.09289144518
275	0.09266083549
276	0.09245572759
277	0.09215347763
278	0.09180598819
279	0.09145357196
280	0.09127402298
281	0.09104212545
282	0.09088325263
283	0.09058829861
284	0.09029130098
285	0.09018905116
286	0.08999661661
287	0.08952072865
288	0.08925445587
289	0.08904100579
290	0.08875283915
291	0.08869391973
292	0.08854386543
293	0.0883689254
294	0.0882492373
295	0.08801665679
296	0.08787199592
297	0.0877334853
298	0.08746232817
299	0.08706155414
300	0.08670673827
301	0.08644919715
302	0.08623779247
303	0.08597979841
304	0.08578404554
305	0.08545159865
306	0.08517778805
307	0.08481672866
308	0.08457068579
309	0.0844739043
310	0.08429529577
311	0.08408760143
312	0.08389816433
313	0.0837304441
314	0.08352981223
315	0.0832742757
316	0.08314243616
317	0.08295504415
318	0.08276953807
319	0.08256885219
320	0.08226457456
321	0.08209019009
322	0.08168705876
323	0.08145025229
324	0.08124208531
325	0.08118874531
326	0.08094898088
327	0.08070745701
328	0.08047937267
329	0.08030451711
330	0.08014458172
331	0.07987993074
332	0.07978296132
333	0.07960728085
334	0.07916366457
335	0.07906547337
336	0.07873054345
337	0.07852540732
338	0.07838677397
339	0.07814995992
340	0.07790938285
341	0.07776515854
342	0.07751733396
343	0.07742512611
344	0.07720158151
345	0.07712224044
346	0.07701098119
347	0.07685874165
348	0.07677966542
349	0.07670538777
350	0.07654634456
351	0.07637678069
352	0.07617461306
353	0.07594225301
354	0.0756769871
355	0.07531962815
356	0.07506737167
357	0.07488112835
358	0.07457715633
359	0.07443852494
360	0.07426760797
361	0.07406939999
362	0.07382314328
363	0.07364799119
364	0.07355965092
365	0.07335829469
366	0.07322581393
367	0.07301059785
368	0.07285922979
369	0.07263327374
370	0.07243921763
371	0.0723316031
372	0.07218142095
373	0.0720188242
374	0.07188833727
375	0.07163686928
376	0.07132680389
377	0.0710601303
378	0.07089198117
379	0.07075032621
380	0.07056513734
381	0.07030864749
382	0.07017164342
383	0.07006572557
384	0.06997996943
385	0.06969845665
386	0.06953834452
387	0.06937053682
388	0.06915700107
389	0.06900225467
390	0.06884528677
391	0.06859309097
392	0.06826318621
393	0.06806343724
394	0.06795586332
395	0.06778850385
396	0.06758197805
397	0.06748264148
398	0.06726511625
399	0.06705689196
400	0.06698425743
401	0.06687254686
402	0.06670605761
403	0.06656536853
404	0.06649691856
405	0.06632362888
406	0.06624920811
407	0.06611961561
408	0.06587275902
409	0.06563584343
410	0.06548798502
411	0.06524987309
412	0.06506905044
413	0.06487751696
414	0.0646170512
415	0.06443919649
416	0.06429236435
417	0.06414085077
418	0.06402525575
419	0.06392293538
420	0.06380210819
421	0.06350705609
422	0.0633654118
423	0.06331070029
424	0.06317043418
425	0.06299894351
426	0.0627422503
427	0.06259856292
428	0.06252547893
429	0.06236815508
430	0.06222296614
431	0.06209875831
432	0.06185971733
433	0.06168751016
434	0.06144486501
435	0.06131550462
436	0.0611825773
437	0.06103344656
438	0.06073694531
439	0.06052384368
440	0.06033719689
441	0.06019924864
442	0.06001121245
443	0.05984428139
444	0.05968010716
445	0.05954566593
446	0.05940507519
447	0.05919796827
448	0.05911775785
449	0.05899347966
450	0.05888156152
451	0.05876282397
452	0.05866422485
453	0.05860410019
454	0.05855553459
455	0.05844018088
456	0.05827816811
457	0.0581388223
458	0.05797415503
459	0.05792867814
460	0.05784459385
461	0.05775800552
462	0.05753865616
463	0.05739734692
464	0.05735137413
465	0.05728744599
466	0.05710881086
467	0.05706139529
468	0.05689917215
469	0.05681510018
470	0.05672989027
471	0.05668693835
472	0.05651366007
473	0.05638078569
474	0.05631334565
475	0.05622111491
476	0.05604336617
477	0.05592301327
478	0.05586391784
479	0.05569346937
480	0.05559477742
481	0.0555210228
482	0.05529712622
483	0.05520287489
484	0.05496107804
485	0.05482289917
486	0.05474209886
487	0.05460654078
488	0.05451380797
489	0.05439938796
490	0.05428435418
491	0.05422000234
492	0.0541123466
493	0.05403183177
494	0.05383899201
495	0.05370805566
496	0.05356029008
497	0.05348381759
498	0.05325491356
499	0.05311569482
500	0.05298038988
501	0.05290374321
502	0.05281029603
503	0.05261685006
504	0.0525298959
505	0.05243598979
506	0.05236130072
507	0.05219849657
508	0.05206553483
509	0.05200957899
510	0.05185154653
511	0.05177172062
512	0.05164140804
513	0.0514615739
514	0.05138931112
515	0.05131312623
516	0.05114108955
517	0.05101383404
518	0.0508713386
519	0.05068079126
520	0.05057331455
521	0.05048838507
522	0.05039464687
523	0.05024582518
524	0.05014026568
525	0.05005076823
526	0.04991103499
527	0.04977153433
528	0.04969466402
529	0.04963862189
530	0.0496035394
531	0.04947847302
532	0.04936025763
533	0.04922589422
534	0.04911916747
535	0.04900258724
536	0.04890493818
537	0.04880099389
538	0.0487141003
539	0.04867605767
540	0.04859450399
541	0.04837425728
542	0.0482867052
543	0.04822665472
544	0.04815213794
545	0.04807770915
546	0.04794778627
547	0.04784760874
548	0.04775760543
549	0.04770425527
550	0.04757585362
551	0.04749672102
552	0.04744018258
553	0.04734358144
554	0.04724527835
555	0.04715358572
556	0.04700407386
557	0.04693706745
558	0.04675407762
559	0.04661819364
560	0.04651873316
561	0.04645386295
562	0.04631487751
563	0.04619459339
564	0.0461276286
565	0.04600314881
566	0.04591424676
567	0.04584133524
568	0.04572646351
569	0.04560123736
570	0.04545877915
571	0.04539028533
572	0.04533900629
573	0.04525797243
574	0.04518396669
575	0.04510861648
576	0.0450201538
577	0.04491487199
578	0.04482705656
579	0.04475249428
580	0.04465394031
581	0.0445931164
582	0.04454207493
583	0.04448540355
584	0.04439613212
585	0.04430865257
586	0.04419123954
587	0.04409124394
588	0.0440157291
589	0.04391510698
590	0.04382292492
591	0.04375199673
592	0.04365376662
593	0.04357649173
594	0.04348464736
595	0.04337648259
596	0.04333145331
597	0.04327078826
598	0.04320706296
599	0.04313830482
600	0.04305827806
601	0.04296392744
602	0.04290695233
603	0.04280815278
604	0.04273971963
605	0.0426243852
606	0.04254951434
607	0.04247210211
608	0.04241847376
609	0.04227921019
610	0.04215381685
611	0.04205035319
612	0.04201941264
613	0.04195374671
614	0.04185004144
615	0.04176019829
616	0.04168964629
617	0.04155682014
618	0.04150095456
619	0.04144724812
620	0.04135280039
621	0.04128693513
622	0.04123411976
623	0.04115635407
624	0.04107559961
625	0.04096843206
626	0.0408547959
627	0.04078674281
628	0.04070386984
629	0.0406139746
630	0.04047247965
631	0.04035548313
632	0.04024456303
633	0.04017973606
634	0.04009200572
635	0.03997681727
636	0.03987835561
637	0.03981585312
638	0.03972027738
639	0.03967024734
640	0.03960456075
641	0.03951477042
642	0.03941207097
643	0.0393242132
644	0.03927229677
645	0.03921404585
646	0.0391734938
647	0.03909244613
648	0.03893061904
649	0.03887364989
650	0.0387384697
651	0.03867227915
652	0.03864106364
653	0.03859735411
654	0.03852804736
655	0.03844916366
656	0.03834967139
657	0.03826583293
658	0.0381850425
659	0.03811458528
660	0.03804624145
661	0.03792886369
662	0.03787057623
663	0.03778755108
664	0.03770916639
665	0.03760425239
666	0.03755324526
667	0.03750971953
668	0.03746069433
669	0.03740445125
670	0.03733849074
671	0.03723447454
672	0.03716629149
673	0.03711795077
674	0.03707820275
675	0.03704206047
676	0.03697325092
677	0.03691912689
678	0.03685475932
679	0.03677681213
680	0.0367195121
681	0.0366801712
682	0.03661793643
683	0.03659597097
684	0.03650273947
685	0.03643364249
686	0.03636511318
687	0.03627791148
688	0.03619109655
689	0.03615394839
690	0.03605491899
691	0.0360246709
692	0.03596720945
693	0.03591326105
694	0.03585660845
695	0.03576651403
696	0.03571123873
697	0.03563235146
698	0.03559163099
699	0.03549635534
700	0.03546723662
701	0.03543465207
702	0.03535361141
703	0.03529599444
704	0.03525514949
705	0.03517762655
706	0.03510023404
707	0.03503132332
708	0.03496095746
709	0.03490152164
710	0.03486651236
711	0.03479914311
712	0.03475836836
713	0.03470416317
714	0.03461472467
715	0.03458312986
716	0.03452285397
717	0.03446127254
718	0.03440564806
719	0.03432156105
720	0.03428022528
721	0.03416264856
722	0.03410442052
723	0.03404969682
724	0.03402276151
725	0.03394348043
726	0.03387191315
727	0.03377439108
728	0.03373606746
729	0.03368193076
730	0.03360247119
731	0.03355994109
732	0.03352714326
733	0.03346923392
734	0.0333512414
735	0.03329976266
736	0.03325733027
737	0.03317653573
738	0.03314469248
739	0.0330879524
740	0.03301072073
741	0.03294402537
742	0.03287537612
743	0.03281934003
744	0.03278481628
745	0.03273182672
746	0.03266064725
747	0.0325877056
748	0.03254234689
749	0.03247989654
750	0.03240292747
751	0.03236580302
752	0.0323220483
753	0.03229250402
754	0.03222442009
755	0.03219238866
756	0.03214755221
757	0.03210136184
758	0.03204218674
759	0.03201720768
760	0.03196757975
761	0.03193683589
762	0.03188802196
763	0.03182786736
764	0.03177068608
765	0.03172054169
766	0.03167414128
767	0.03165910258
768	0.03161060383
769	0.0315568063
770	0.03149605826
771	0.03147099943
772	0.0314237573
773	0.03137356986
774	0.03133155812
775	0.03126524781
776	0.03122119385
777	0.03115573101
778	0.03107868012
779	0.03101921021
780	0.03098124648
781	0.03093165939
782	0.03088919608
783	0.03084252588
784	0.03076166634
785	0.03073982758
786	0.03069175332
787	0.0306449028
788	0.03058557352
789	0.03055613439
790	0.03047303335
791	0.03042961622
792	0.03038523832
793	0.03031008918
794	0.03026276411
795	0.0302077535
796	0.0301632449
797	0.03010467224
798	0.03006698473
799	0.03003379615
800	0.02997567152
801	0.02993158476
802	0.02984405362
803	0.02979965137
804	0.02975353603
805	0.02972356315
806	0.02966998156
807	0.02959489086
808	0.02954627143
809	0.02950358352
810	0.02945817384
811	0.02940545529
812	0.02936967266
813	0.02934057481
814	0.02929481801
815	0.02926162127
816	0.0292220164
817	0.02918890709
818	0.02912016768
819	0.02907190004
820	0.02904503824
821	0.02898416459
822	0.02896660897
823	0.02890881705
824	0.02886708519
825	0.0288170627
826	0.02880016463
827	0.02875277745
828	0.02872140678
829	0.02867027206
830	0.02864531323
831	0.0285926536
832	0.0285660134
833	0.02851769091
834	0.02848766989
835	0.02845960975
836	0.02842972287
837	0.02840971381
838	0.02839095728
839	0.02835514899
840	0.02826297356
841	0.02820167671
842	0.02817789051
843	0.02812475928
844	0.02808412113
845	0.02803160635
846	0.02797120664
847	0.02793850589
848	0.02791408939
849	0.0278732879
850	0.02784904186
851	0.02774696277
852	0.02769462318
853	0.02764628538
854	0.02758798542
855	0.0275563886
856	0.02752934403
857	0.02749690697
858	0.02746484551
859	0.02740573181
860	0.02736498841
861	0.02732870913
862	0.02727091453
863	0.02723733462
864	0.02716955872
865	0.02709563717
866	0.02703755452
867	0.02701245698
868	0.02697142071
869	0.02693795878
870	0.02690584076
871	0.0268635066
872	0.02683532693
873	0.02677883219
874	0.02674310826
875	0.02668962883
876	0.02665322696
877	0.02662830674
878	0.02656006626
879	0.0265171148
880	0.02647749252
881	0.02643915494
882	0.02637760074
883	0.02631362236
884	0.02628353677
885	0.02626415521
886	0.02624074803
887	0.0261719232
888	0.02612396189
889	0.0260948969
890	0.02606151071
891	0.02603115714
892	0.02600685586
893	0.02597908505
894	0.02593068534
895	0.02588324577
896	0.02585484765
897	0.02583977288
898	0.02581531491
899	0.02575659955
900	0.02574311606
901	0.02568229353
902	0.02564019656
903	0.02561740013
904	0.02557065965
905	0.02554827209
906	0.02551332868
907	0.0254883936
908	0.02544861512
909	0.02541845266
910	0.0253837158
911	0.02534708872
912	0.02530777146
913	0.02526181219
914	0.02523581204
915	0.02520150367
916	0.02515663358
917	0.02511169037
918	0.0250871691
919	0.02503993658
920	0.02500647073
921	0.02497573941
922	0.02494117147
923	0.02485359482
924	0.02478115825
925	0.02474986268
926	0.02473534971
927	0.02471095737
928	0.02465884253
929	0.02462347269
930	0.0246060943
931	0.02458146389
932	0.02456155077
933	0.0245381167
934	0.0245167181
935	0.02447905293
936	0.0244494422
937	0.02440261894
938	0.02436911048
939	0.02434089596
940	0.02432476471
941	0.02430093106
942	0.02425782262
943	0.02422799188
944	0.02420636507
945	0.02418279213
946	0.02416740551
947	0.02415756077
948	0.02411683208
949	0.02409773782
950	0.02407248587
951	0.02402417345
952	0.02399240904
953	0.02394066191
954	0.02391907705
955	0.02387139489
956	0.02384013234
957	0.02377961108
958	0.02374992495
959	0.02369732922
960	0.0236712805
961	0.0236292993
962	0.02360203153
963	0.02358426036
964	0.02351524331
965	0.02349381906
966	0.02344803661
967	0.02341956052
968	0.02340838728
969	0.02338159817
970	0.02335960258
971	0.0233310911
972	0.02328608753
973	0.02326546192
974	0.02321787088
975	0.02319270752
976	0.02313536911
977	0.02306520574
978	0.02302833139
979	0.02300259505
980	0.02298177424
981	0.02296135831
982	0.02293193236
983	0.02290111562
984	0.02286385852
985	0.02283883841
986	0.02281004953
987	0.02277892706
988	0.02274602336
989	0.02269395658
990	0.02267460826
991	0.02264903434
992	0.02260490832
993	0.02257434946
994	0.02255912087
995	0.02254344887
996	0.02252209897
997	0.02247663143
998	0.02244767779
999	0.02241600377
1000	0.0223895185
1001	0.02235889096
1002	0.02231655664
1003	0.02231216505
1004	0.02227817761
1005	0.02226931768
1006	0.02224282087
1007	0.02221739238
1008	0.02219284441
1009	0.02216272667
1010	0.02213637144
1011	0.02211092949
1012	0.02208140464
1013	0.02204890412
1014	0.02202466557
1015	0.02197548274
1016	0.02195753014
1017	0.02193463408
1018	0.02189722501
1019	0.02186524649
1020	0.02182298529
1021	0.02181780615
1022	0.02180308803
1023	0.02178904808
1024	0.02178089298
1025	0.02175514361
1026	0.02173101363
1027	0.02171657596
1028	0.02169960566
1029	0.02167675854
1030	0.02164183546
1031	0.02160765518
1032	0.02158707836
1033	0.02153768806
1034	0.02152297894
1035	0.02149631558
1036	0.02143223792
1037	0.0213963946
1038	0.021380749
1039	0.02133378897
1040	0.02130322679
1041	0.02128925332
1042	0.02125728616
1043	0.02122731031
1044	0.02119103266
1045	0.02117005692
1046	0.02115550814
1047	0.02111690788
1048	0.02109415067
1049	0.02105231988
1050	0.02100997512
1051	0.0209862185
1052	0.02095691462
1053	0.02092429052
1054	0.02089070638
1055	0.0208661218
1056	0.02085166694
1057	0.02082808966
1058	0.02080410848
1059	0.02077746045
1060	0.02074403853
1061	0.02071017198
1062	0.02068616486
1063	0.02067009407
1064	0.02065080005
1065	0.02061354607
1066	0.02057509234
1067	0.02055120801
1068	0.02051564748
1069	0.02047851342
1070	0.02046873288
1071	0.02044293107
1072	0.02043351031
1073	0.02040748142
1074	0.020383963
1075	0.02035950265
1076	0.02031913693
1077	0.02029808539
1078	0.02028054884
1079	0.02024529585
1080	0.02022499121
1081	0.02020859353
1082	0.02017817168
1083	0.02016213838
1084	0.02014235194
1085	0.02010500903
1086	0.02006631397
1087	0.02003671277
1088	0.02002908
1089	0.02000269259
1090	0.01999163576
1091	0.01995746929
1092	0.01993951488
1093	0.01991855095
1094	0.01989885665
1095	0.0198861797
1096	0.01985962228
1097	0.01983549432
1098	0.01980400395
1099	0.01978946643
1100	0.01977541889
1101	0.01975400019
1102	0.01972634242
1103	0.01970970765
1104	0.01969120804
1105	0.01966785846
1106	0.01963112942
1107	0.0196148522
1108	0.01957908797
1109	0.01954852574
1110	0.01953396971
1111	0.01950503176
1112	0.01947939523
1113	0.01945857513
1114	0.01943552871
1115	0.01941225819
1116	0.01938381416
1117	0.01936689442
1118	0.01933236651
1119	0.01931477007
1120	0.01929145467
1121	0.0192679329
1122	0.01925089015
1123	0.01921563185
1124	0.01920158402
1125	0.0191786035
1126	0.01915872908
1127	0.01914280096
1128	0.01912208193
1129	0.01909732229
1130	0.01908148782
1131	0.0190551682
1132	0.01903668929
1133	0.01901583911
1134	0.01899607602
1135	0.01897155657
1136	0.01894901993
1137	0.01890863545
1138	0.01888255396
1139	0.01887087291
1140	0.01882456094
1141	0.01880597365
1142	0.01878317232
1143	0.01875425323
1144	0.01872744544
1145	0.01870608784
1146	0.01866986043
1147	0.01864169574
1148	0.01860503095
1149	0.01857873645
1150	0.01855905876
1151	0.01853979123
1152	0.01851800842
1153	0.01848875992
1154	0.01846749997
1155	0.01842411335
1156	0.01840024321
1157	0.01837995405
1158	0.01836395507
1159	0.01834786162
1160	0.01832163774
1161	0.01829908674
1162	0.0182763916
1163	0.01826186227
1164	0.01824173306
1165	0.01822601461
1166	0.01819683314
1167	0.01817491522
1168	0.01815149447
1169	0.0181313939
1170	0.01809816646
1171	0.0180761537
1172	0.01805070472
1173	0.01802301292
1174	0.01801112564
1175	0.01799242579
1176	0.01798212653
1177	0.01796258744
1178	0.01794915331
1179	0.01792774904
1180	0.01790354594
1181	0.01789380583
1182	0.01787710842
1183	0.01786293215
1184	0.01785379718
1185	0.01783484995
1186	0.01781257963
1187	0.01779232963
1188	0.01778184614
1189	0.01776687805
1190	0.01775007173
1191	0.01773922787
1192	0.01772034247
1193	0.01770193568
1194	0.01769265093
1195	0.01767341547
1196	0.01762991333
1197	0.0176123077
1198	0.01758802769
1199	0.01755956246
